epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
174,5251.65,0.95893,0.43382,1.00669,0.98599,0.94351,0.97459,0.71638,1.04153,0.36359,1.0326,0.00914365,0.00914365,0.00914365
175,5284.36,0.95633,0.42801,0.99847,0.98594,0.94351,0.97434,0.71604,1.04172,0.36356,1.03285,0.0091387,0.0091387,0.0091387
176,5317.27,0.95535,0.42754,1.00451,0.97979,0.9496,0.97424,0.71562,1.04166,0.36368,1.03273,0.00913375,0.00913375,0.00913375
177,5350.06,0.95308,0.42608,0.99991,0.97979,0.94977,0.9742,0.71531,1.04196,0.36378,1.0326,0.0091288,0.0091288,0.0091288
178,5382.77,0.94984,0.4258,1.00027,0.98571,0.94351,0.9742,0.71604,1.0419,0.36371,1.03245,0.00912385,0.00912385,0.00912385
179,5416.35,0.94637,0.42319,0.99865,0.98604,0.94351,0.97416,0.71513,1.04193,0.36392,1.03224,0.0091189,0.0091189,0.0091189
180,5448.99,0.95286,0.4254,0.99876,0.98653,0.94351,0.97443,0.71563,1.04227,0.36372,1.03239,0.00911395,0.00911395,0.00911395
181,5482.96,0.94741,0.42289,1.00193,0.98648,0.94351,0.97444,0.71563,1.04215,0.36368,1.03228,0.009109,0.009109,0.009109
182,5515.8,0.94688,0.42381,0.99982,0.98653,0.94351,0.97454,0.71574,1.04241,0.36347,1.03213,0.00910405,0.00910405,0.00910405
183,5548.61,0.95442,0.42893,1.00265,0.98619,0.94372,0.97532,0.71575,1.04276,0.36344,1.03234,0.0090991,0.0090991,0.0090991
184,5581.41,0.95685,0.42714,1.00519,0.98619,0.94376,0.97538,0.71613,1.04285,0.3639,1.03241,0.00909415,0.00909415,0.00909415
185,5614.23,0.95107,0.42101,1.00141,0.98619,0.94373,0.97489,0.71619,1.04321,0.36397,1.0325,0.0090892,0.0090892,0.0090892
186,5647.09,0.95077,0.42437,0.99903,0.98619,0.9438,0.97545,0.71641,1.04349,0.36391,1.03264,0.00908425,0.00908425,0.00908425
187,5679.83,0.95278,0.42561,1.00267,0.98619,0.94381,0.97527,0.71587,1.04369,0.36385,1.03288,0.0090793,0.0090793,0.0090793
188,5712.57,0.94172,0.42126,0.9968,0.9862,0.94394,0.97523,0.71553,1.04356,0.36405,1.03268,0.00907435,0.00907435,0.00907435
189,5745.53,0.94859,0.42222,0.99642,0.98666,0.94348,0.97488,0.71584,1.04386,0.36425,1.03273,0.0090694,0.0090694,0.0090694
190,5778.3,0.95365,0.42566,1.00029,0.98666,0.94338,0.97556,0.71576,1.04385,0.36435,1.03271,0.00906445,0.00906445,0.00906445
191,5811.1,0.94275,0.4217,0.99566,0.98666,0.94344,0.97559,0.71691,1.04385,0.3643,1.03284,0.0090595,0.0090595,0.0090595
192,5843.79,0.94812,0.41979,0.99503,0.98618,0.94296,0.97472,0.71606,1.04368,0.36441,1.03267,0.00905455,0.00905455,0.00905455
193,5877.8,0.945,0.41863,0.99676,0.98665,0.94283,0.97505,0.71632,1.04389,0.3642,1.03271,0.0090496,0.0090496,0.0090496
194,5910.6,0.93533,0.42243,0.99538,0.98665,0.9431,0.975,0.71634,1.04364,0.36442,1.03265,0.00904465,0.00904465,0.00904465
195,5943.6,0.93989,0.42023,0.99761,0.98608,0.94305,0.97497,0.71631,1.04368,0.36445,1.03268,0.0090397,0.0090397,0.0090397
196,5976.56,0.9419,0.41855,1.0005,0.98655,0.94305,0.97486,0.71649,1.04378,0.36452,1.03268,0.00903475,0.00903475,0.00903475
197,6009.5,0.94191,0.4211,0.99449,0.98666,0.94331,0.97519,0.71632,1.04364,0.36394,1.03251,0.0090298,0.0090298,0.0090298
198,6042.22,0.94295,0.4216,0.99554,0.98761,0.94386,0.97624,0.71664,1.04367,0.36385,1.03241,0.00902485,0.00902485,0.00902485
199,6075.12,0.94424,0.4205,0.99551,0.9876,0.94375,0.9763,0.71682,1.04374,0.36377,1.03233,0.0090199,0.0090199,0.0090199
200,6107.82,0.9412,0.41582,0.9935,0.9876,0.94371,0.97635,0.71661,1.04407,0.36378,1.03258,0.00901495,0.00901495,0.00901495
201,6140.41,0.94184,0.42396,1.00023,0.98667,0.944,0.97637,0.7168,1.04401,0.36421,1.03258,0.00901,0.00901,0.00901
202,6172.99,0.93833,0.41881,0.99714,0.9843,0.94487,0.97518,0.71697,1.04395,0.36422,1.03251,0.00900505,0.00900505,0.00900505
203,6205.82,0.93765,0.42335,0.99524,0.98407,0.94487,0.9752,0.71688,1.04402,0.36388,1.03227,0.0090001,0.0090001,0.0090001
204,6238.53,0.94415,0.42461,0.99603,0.98441,0.94442,0.97523,0.71695,1.04429,0.36375,1.03243,0.00899515,0.00899515,0.00899515
205,6271.27,0.94119,0.42119,0.99674,0.98387,0.94498,0.97526,0.71651,1.04429,0.3637,1.0324,0.0089902,0.0089902,0.0089902
206,6304.08,0.94015,0.42195,0.99191,0.98434,0.94488,0.97531,0.71674,1.04427,0.36413,1.03228,0.00898525,0.00898525,0.00898525
207,6337.36,0.94458,0.42119,0.99565,0.9848,0.94466,0.9753,0.71688,1.04435,0.36431,1.03237,0.0089803,0.0089803,0.0089803
208,6370.17,0.93872,0.41999,0.99525,0.98545,0.94487,0.97543,0.71658,1.04435,0.36422,1.03221,0.00897535,0.00897535,0.00897535
209,6403.01,0.93845,0.42295,0.99428,0.9876,0.94362,0.97493,0.71681,1.04452,0.36417,1.03221,0.0089704,0.0089704,0.0089704
210,6435.68,0.92808,0.41525,0.99144,0.98757,0.94351,0.97534,0.71665,1.04473,0.36378,1.03232,0.00896545,0.00896545,0.00896545
211,6468.45,0.92621,0.41292,0.99175,0.98161,0.94806,0.97447,0.71681,1.04516,0.36404,1.0326,0.0089605,0.0089605,0.0089605
212,6501.24,0.93415,0.42092,0.9933,0.98161,0.94824,0.97442,0.717,1.04512,0.36367,1.03258,0.00895555,0.00895555,0.00895555
213,6534.03,0.92141,0.41425,0.99177,0.98161,0.94852,0.97439,0.71677,1.04524,0.36373,1.03274,0.0089506,0.0089506,0.0089506
214,6566.71,0.93409,0.41516,0.99096,0.9816,0.94796,0.97468,0.71691,1.04525,0.36347,1.03269,0.00894565,0.00894565,0.00894565
215,6600.51,0.93167,0.41246,0.99372,0.98069,0.94839,0.97473,0.71664,1.04528,0.36364,1.03268,0.0089407,0.0089407,0.0089407
216,6633.17,0.93861,0.42105,0.99276,0.9876,0.94348,0.97512,0.71669,1.04537,0.3634,1.03281,0.00893575,0.00893575,0.00893575
217,6665.93,0.93508,0.4152,0.993,0.98783,0.94305,0.97503,0.71707,1.04533,0.36344,1.03277,0.0089308,0.0089308,0.0089308
218,6698.96,0.93252,0.41354,0.9907,0.98775,0.94305,0.97495,0.71707,1.04528,0.36341,1.03291,0.00892585,0.00892585,0.00892585
219,6731.64,0.93318,0.41588,0.99067,0.97934,0.95125,0.9749,0.71671,1.04539,0.36333,1.03289,0.0089209,0.0089209,0.0089209
220,6764.39,0.92435,0.41502,0.9909,0.98778,0.94305,0.97447,0.71667,1.0452,0.36317,1.0328,0.00891595,0.00891595,0.00891595
221,6797.39,0.93398,0.4141,0.99306,0.98782,0.94305,0.97461,0.71703,1.04534,0.36325,1.0327,0.008911,0.008911,0.008911
222,6830.4,0.93,0.41358,0.99344,0.98772,0.94305,0.9747,0.71679,1.04539,0.36285,1.03277,0.00890605,0.00890605,0.00890605
223,6862.74,0.91568,0.41185,0.9888,0.98774,0.94305,0.97471,0.71709,1.04509,0.36305,1.03266,0.0089011,0.0089011,0.0089011
224,6894.96,0.93344,0.41976,0.99315,0.98855,0.94379,0.97508,0.71736,1.04513,0.36257,1.03262,0.00889615,0.00889615,0.00889615
225,6927.2,0.92107,0.41337,0.99032,0.97929,0.95125,0.9747,0.71669,1.04537,0.3628,1.03273,0.0088912,0.0088912,0.0088912
226,6959.46,0.9185,0.41106,0.98554,0.98807,0.94332,0.97462,0.71692,1.0455,0.36231,1.03271,0.00888625,0.00888625,0.00888625
227,6991.77,0.93227,0.41609,0.99452,0.98855,0.94385,0.97542,0.71706,1.04526,0.36253,1.03259,0.0088813,0.0088813,0.0088813
228,7024.07,0.92707,0.41106,0.99443,0.98807,0.94336,0.97463,0.71658,1.0451,0.36243,1.03265,0.00887635,0.00887635,0.00887635
229,7056.58,0.92394,0.4147,0.99146,0.98767,0.94305,0.97459,0.71714,1.04502,0.36225,1.0324,0.0088714,0.0088714,0.0088714
230,7088.8,0.92269,0.41763,0.99597,0.9876,0.94332,0.97457,0.71691,1.04505,0.36223,1.03249,0.00886645,0.00886645,0.00886645
231,7121,0.92562,0.41538,0.99317,0.9876,0.94332,0.97457,0.71671,1.04495,0.36206,1.03246,0.0088615,0.0088615,0.0088615
232,7153.35,0.91811,0.41218,0.98932,0.98807,0.94363,0.97575,0.71728,1.04481,0.36175,1.03253,0.00885655,0.00885655,0.00885655
233,7185.63,0.92943,0.41959,0.99194,0.98808,0.94378,0.97578,0.71753,1.04484,0.36178,1.03237,0.0088516,0.0088516,0.0088516
234,7218.06,0.92279,0.41781,0.98736,0.9876,0.94339,0.97464,0.71747,1.0447,0.36189,1.03222,0.00884665,0.00884665,0.00884665
235,7250.28,0.91531,0.4116,0.98314,0.9876,0.94358,0.9747,0.7175,1.04486,0.36181,1.03223,0.0088417,0.0088417,0.0088417
236,7282.48,0.92076,0.41179,0.98585,0.9876,0.94366,0.9748,0.71747,1.04479,0.36184,1.03225,0.00883675,0.00883675,0.00883675
237,7314.76,0.92308,0.41346,0.98924,0.9876,0.94357,0.97499,0.71713,1.04471,0.36211,1.03227,0.0088318,0.0088318,0.0088318
238,7347.89,0.92305,0.4147,0.98382,0.9876,0.94355,0.9751,0.71733,1.04468,0.36221,1.0323,0.00882685,0.00882685,0.00882685
239,7380.72,0.92415,0.4111,0.98644,0.98786,0.94351,0.97516,0.71772,1.04484,0.36208,1.0324,0.0088219,0.0088219,0.0088219
240,7413.55,0.91447,0.40885,0.98346,0.9876,0.94354,0.97525,0.71809,1.04475,0.36192,1.03232,0.00881695,0.00881695,0.00881695
241,7446.17,0.91545,0.41063,0.98787,0.98801,0.94351,0.9747,0.71721,1.04482,0.36201,1.03229,0.008812,0.008812,0.008812
242,7480.64,0.9174,0.41081,0.98834,0.98822,0.94351,0.97474,0.71699,1.04464,0.36199,1.03238,0.00880705,0.00880705,0.00880705
243,7514.15,0.90033,0.40133,0.9808,0.98834,0.94351,0.97473,0.71729,1.04467,0.36187,1.03229,0.0088021,0.0088021,0.0088021
244,7547.03,0.91385,0.40742,0.98689,0.98864,0.94351,0.97473,0.71736,1.04454,0.36128,1.03229,0.00879715,0.00879715,0.00879715
245,7579.94,0.91807,0.40737,0.98458,0.98855,0.94363,0.97486,0.71723,1.0448,0.36155,1.03218,0.0087922,0.0087922,0.0087922
246,7612.63,0.91657,0.41049,0.98011,0.98863,0.94351,0.97487,0.71679,1.04479,0.3615,1.0323,0.00878725,0.00878725,0.00878725
247,7645.58,0.91667,0.40986,0.98848,0.9886,0.94351,0.9749,0.71725,1.04484,0.36115,1.03235,0.0087823,0.0087823,0.0087823
248,7678.56,0.92103,0.41149,0.98603,0.98949,0.94391,0.97497,0.71745,1.0448,0.36132,1.03236,0.00877735,0.00877735,0.00877735
249,7711.44,0.91277,0.40873,0.98314,0.98949,0.94395,0.97507,0.71792,1.04511,0.36123,1.0325,0.0087724,0.0087724,0.0087724
250,7744.32,0.92177,0.41222,0.99057,0.98949,0.94394,0.97511,0.71793,1.04507,0.36133,1.03246,0.00876745,0.00876745,0.00876745
251,7777.2,0.91786,0.40828,0.98254,0.98949,0.94395,0.97513,0.71788,1.04517,0.36111,1.03248,0.0087625,0.0087625,0.0087625
252,7810.03,0.90743,0.40722,0.9865,0.98949,0.94396,0.97523,0.71768,1.04517,0.3609,1.03243,0.00875755,0.00875755,0.00875755
253,7843.28,0.9051,0.40612,0.98777,0.98906,0.94396,0.97523,0.71795,1.04512,0.36107,1.03257,0.0087526,0.0087526,0.0087526
254,7876.2,0.90712,0.40786,0.97914,0.98714,0.94401,0.97632,0.71788,1.04544,0.36092,1.03246,0.00874765,0.00874765,0.00874765
255,7909.02,0.9,0.40501,0.98323,0.98714,0.94403,0.97648,0.7182,1.04532,0.3609,1.03247,0.0087427,0.0087427,0.0087427
256,7941.78,0.91014,0.40888,0.98427,0.98761,0.94408,0.97665,0.71858,1.04545,0.3611,1.03235,0.00873775,0.00873775,0.00873775
257,7974.63,0.90169,0.40574,0.97874,0.98761,0.944,0.97669,0.71825,1.0456,0.36113,1.03244,0.0087328,0.0087328,0.0087328
258,8007.35,0.90181,0.40832,0.9825,0.98805,0.94396,0.97668,0.71834,1.04573,0.36115,1.03255,0.00872785,0.00872785,0.00872785
259,8040.2,0.90383,0.40804,0.98364,0.98358,0.94943,0.97679,0.71839,1.04617,0.36091,1.03268,0.0087229,0.0087229,0.0087229
260,8072.75,0.90811,0.40617,0.98546,0.98346,0.94826,0.97676,0.71818,1.046,0.36069,1.03269,0.00871795,0.00871795,0.00871795
261,8105.61,0.90587,0.40471,0.9817,0.98396,0.95008,0.97697,0.71861,1.04618,0.36045,1.03272,0.008713,0.008713,0.008713
262,8138.37,0.90617,0.40451,0.98307,0.98442,0.9498,0.97698,0.71857,1.04601,0.36054,1.03257,0.00870805,0.00870805,0.00870805
263,8171.07,0.89779,0.40689,0.97779,0.98356,0.95034,0.97662,0.71896,1.0461,0.36037,1.03258,0.0087031,0.0087031,0.0087031
264,8203.95,0.90093,0.4033,0.98139,0.98401,0.95034,0.97652,0.71883,1.0459,0.36033,1.03256,0.00869815,0.00869815,0.00869815
265,8236.8,0.90167,0.40554,0.98086,0.98375,0.95034,0.97672,0.71821,1.04618,0.36053,1.03269,0.0086932,0.0086932,0.0086932
266,8269.56,0.90434,0.40417,0.98079,0.98483,0.94943,0.97656,0.71855,1.04631,0.36072,1.03269,0.00868825,0.00868825,0.00868825
267,8302.29,0.90154,0.40141,0.97546,0.98432,0.94943,0.97653,0.71817,1.0463,0.36084,1.03261,0.0086833,0.0086833,0.0086833
268,8334.97,0.90195,0.40743,0.97936,0.98309,0.95034,0.97672,0.71857,1.04628,0.36082,1.03254,0.00867835,0.00867835,0.00867835
269,8367.8,0.89754,0.40417,0.98165,0.98364,0.95034,0.97647,0.71828,1.04615,0.36089,1.03248,0.0086734,0.0086734,0.0086734
270,8400.45,0.8988,0.40411,0.97678,0.98395,0.95034,0.97671,0.71816,1.04626,0.36111,1.03249,0.00866845,0.00866845,0.00866845
271,8433.24,0.90298,0.40571,0.98277,0.98363,0.95034,0.97644,0.71803,1.04634,0.36097,1.03239,0.0086635,0.0086635,0.0086635
272,8466.14,0.88572,0.40077,0.97612,0.98469,0.95034,0.97648,0.71797,1.04635,0.36105,1.03262,0.00865855,0.00865855,0.00865855
273,8498.86,0.89626,0.40377,0.98149,0.98498,0.95034,0.9765,0.71797,1.04651,0.36099,1.0326,0.0086536,0.0086536,0.0086536
274,8531.59,0.89883,0.40178,0.97647,0.98445,0.95034,0.9765,0.71751,1.0466,0.36082,1.03267,0.00864865,0.00864865,0.00864865
275,8564.33,0.89741,0.40366,0.97627,0.98457,0.94989,0.97576,0.71775,1.04667,0.36124,1.0326,0.0086437,0.0086437,0.0086437
276,8597.01,0.89231,0.39922,0.9747,0.98458,0.94989,0.97577,0.71765,1.04696,0.36131,1.03259,0.00863875,0.00863875,0.00863875
277,8629.62,0.8949,0.40242,0.97777,0.9844,0.94892,0.97582,0.71789,1.04684,0.36144,1.03265,0.0086338,0.0086338,0.0086338
278,8662.33,0.89671,0.40092,0.97929,0.98451,0.94989,0.97634,0.71805,1.04686,0.36167,1.03261,0.00862885,0.00862885,0.00862885
279,8695.08,0.89396,0.40385,0.97408,0.98459,0.94989,0.9764,0.71809,1.04713,0.36167,1.03291,0.0086239,0.0086239,0.0086239
280,8727.91,0.89823,0.40297,0.97917,0.98484,0.94943,0.97601,0.71789,1.04733,0.36191,1.03277,0.00861895,0.00861895,0.00861895
281,8760.65,0.88804,0.39669,0.9749,0.98488,0.94939,0.976,0.71813,1.04751,0.3618,1.03286,0.008614,0.008614,0.008614
282,8793.4,0.88735,0.39944,0.97639,0.98534,0.94932,0.97592,0.71804,1.04747,0.36206,1.03284,0.00860905,0.00860905,0.00860905
283,8826.14,0.88369,0.39871,0.9759,0.98487,0.94928,0.97597,0.71807,1.04764,0.36243,1.03271,0.0086041,0.0086041,0.0086041
284,8858.93,0.89055,0.399,0.98335,0.98534,0.94928,0.97591,0.71815,1.04753,0.36243,1.03281,0.00859915,0.00859915,0.00859915
285,8891.7,0.88025,0.39905,0.97716,0.98534,0.94936,0.97596,0.71913,1.04754,0.36182,1.03273,0.0085942,0.0085942,0.0085942
286,8924.49,0.88708,0.39848,0.97627,0.98534,0.94912,0.97586,0.71875,1.04772,0.36228,1.03289,0.00858925,0.00858925,0.00858925
287,8957.32,0.88021,0.39732,0.97297,0.98534,0.9492,0.97599,0.71898,1.0474,0.36226,1.03282,0.0085843,0.0085843,0.0085843
288,8989.99,0.89493,0.40012,0.97454,0.98534,0.94921,0.97594,0.71886,1.0474,0.36244,1.03282,0.00857935,0.00857935,0.00857935
289,9022.59,0.88579,0.39773,0.97115,0.98534,0.94922,0.97595,0.71888,1.0475,0.36242,1.03273,0.0085744,0.0085744,0.0085744
290,9055.42,0.88337,0.39549,0.97147,0.98534,0.94922,0.97596,0.71871,1.04763,0.36256,1.03273,0.00856945,0.00856945,0.00856945
291,9088.17,0.88423,0.39575,0.97159,0.98503,0.94897,0.97591,0.71914,1.04791,0.3627,1.03266,0.0085645,0.0085645,0.0085645
292,9120.76,0.8878,0.39851,0.97759,0.98383,0.94943,0.97586,0.71931,1.04787,0.36272,1.03268,0.00855955,0.00855955,0.00855955
293,9154.2,0.8851,0.39831,0.97598,0.98257,0.95003,0.97569,0.71905,1.04832,0.36313,1.03277,0.0085546,0.0085546,0.0085546
294,9187.05,0.87988,0.39627,0.97288,0.9821,0.94993,0.97565,0.71921,1.04828,0.36298,1.03279,0.00854965,0.00854965,0.00854965
295,9219.87,0.8813,0.39785,0.9725,0.9821,0.94994,0.97569,0.71902,1.04827,0.36336,1.03262,0.0085447,0.0085447,0.0085447
296,9252.79,0.88206,0.39933,0.96644,0.98438,0.94806,0.97569,0.7188,1.04844,0.36345,1.0326,0.00853975,0.00853975,0.00853975
297,9285.8,0.88785,0.39806,0.97177,0.98486,0.94846,0.97562,0.71917,1.04827,0.36345,1.03248,0.0085348,0.0085348,0.0085348
298,9318.76,0.87971,0.39715,0.97023,0.98595,0.94761,0.9764,0.71901,1.04819,0.36336,1.0324,0.00852985,0.00852985,0.00852985
299,9351.7,0.8879,0.39905,0.97271,0.98531,0.94707,0.97555,0.71853,1.04816,0.36311,1.03241,0.0085249,0.0085249,0.0085249
300,9384.46,0.88934,0.40107,0.97708,0.98446,0.94806,0.97555,0.71851,1.04828,0.36295,1.03247,0.00851995,0.00851995,0.00851995
301,9417.25,0.88058,0.39582,0.97203,0.98439,0.9481,0.97556,0.71845,1.04804,0.36305,1.03245,0.008515,0.008515,0.008515
302,9450.15,0.87991,0.39451,0.97357,0.98576,0.94943,0.97659,0.71874,1.04798,0.36311,1.03239,0.00851005,0.00851005,0.00851005
303,9482.79,0.87469,0.3918,0.9658,0.98395,0.9495,0.97665,0.71883,1.04822,0.36309,1.03229,0.0085051,0.0085051,0.0085051
304,9514.7,0.87784,0.39374,0.9691,0.98395,0.94949,0.9767,0.71854,1.04838,0.36258,1.03233,0.00850015,0.00850015,0.00850015
305,9546.99,0.88575,0.39781,0.96797,0.98488,0.94968,0.97674,0.71887,1.04839,0.36288,1.03228,0.0084952,0.0084952,0.0084952
306,9578.39,0.86971,0.39171,0.97052,0.98578,0.94776,0.97668,0.71877,1.04871,0.36296,1.03241,0.00849025,0.00849025,0.00849025
307,9610.06,0.88173,0.39875,0.97626,0.98578,0.94766,0.97664,0.71838,1.04864,0.36281,1.03247,0.0084853,0.0084853,0.0084853
308,9641.63,0.88508,0.39518,0.97141,0.9847,0.94989,0.97661,0.71911,1.04841,0.36295,1.03245,0.00848035,0.00848035,0.00848035
309,9673.23,0.8797,0.39486,0.96941,0.98474,0.94989,0.97669,0.71954,1.04845,0.36325,1.03247,0.0084754,0.0084754,0.0084754
310,9704.58,0.87908,0.39349,0.9672,0.98786,0.94533,0.97671,0.71912,1.04843,0.36307,1.03238,0.00847045,0.00847045,0.00847045
311,9736.27,0.88166,0.39801,0.97175,0.98579,0.94832,0.97675,0.71917,1.04859,0.363,1.03248,0.0084655,0.0084655,0.0084655
312,9767.97,0.88305,0.39566,0.96894,0.98764,0.94579,0.97672,0.71886,1.04855,0.36345,1.03231,0.00846055,0.00846055,0.00846055
313,9799.42,0.87288,0.39372,0.96996,0.98559,0.94852,0.97674,0.7189,1.04854,0.36378,1.03236,0.0084556,0.0084556,0.0084556
314,9830.98,0.86943,0.3926,0.96872,0.98535,0.94806,0.97665,0.71912,1.0485,0.36382,1.03236,0.00845065,0.00845065,0.00845065
315,9862.6,0.8746,0.39511,0.96675,0.98532,0.94897,0.97672,0.71904,1.04868,0.36381,1.03221,0.0084457,0.0084457,0.0084457
316,9894.2,0.87155,0.39089,0.9651,0.98558,0.94897,0.97667,0.71875,1.04862,0.36416,1.03218,0.00844075,0.00844075,0.00844075
317,9925.52,0.87528,0.39016,0.97267,0.9852,0.94897,0.97669,0.71865,1.04886,0.36453,1.03229,0.0084358,0.0084358,0.0084358
318,9956.88,0.87888,0.39285,0.97345,0.98576,0.94897,0.97668,0.71845,1.04893,0.36456,1.03245,0.00843085,0.00843085,0.00843085
319,9988.54,0.86885,0.39248,0.96593,0.98765,0.94704,0.97665,0.71866,1.04929,0.36478,1.03278,0.0084259,0.0084259,0.0084259
320,10020.2,0.87832,0.39647,0.97362,0.98765,0.94716,0.97627,0.71879,1.04961,0.36525,1.03282,0.00842095,0.00842095,0.00842095
321,10051.8,0.87478,0.39602,0.97103,0.98904,0.94555,0.9763,0.71876,1.0498,0.36504,1.03296,0.008416,0.008416,0.008416
322,10083.3,0.86984,0.38866,0.97022,0.98964,0.94442,0.97672,0.71869,1.04977,0.36534,1.03303,0.00841105,0.00841105,0.00841105
323,10114.8,0.86538,0.38617,0.96451,0.98841,0.94579,0.97671,0.71843,1.04995,0.36561,1.03295,0.0084061,0.0084061,0.0084061
324,10145.7,0.86621,0.38646,0.96932,0.98871,0.94579,0.97674,0.71841,1.05018,0.3652,1.033,0.00840115,0.00840115,0.00840115
325,10174.2,0.86567,0.39231,0.96837,0.98913,0.94579,0.97671,0.71881,1.05029,0.36542,1.03298,0.0083962,0.0083962,0.0083962
326,10202.9,0.86473,0.38916,0.96787,0.98998,0.94486,0.97673,0.719,1.05032,0.36564,1.03302,0.00839125,0.00839125,0.00839125
327,10231.6,0.87388,0.39463,0.97002,0.98951,0.94552,0.97713,0.71885,1.05028,0.36546,1.03311,0.0083863,0.0083863,0.0083863
328,10260.4,0.87827,0.39786,0.97073,0.98931,0.94533,0.97712,0.71907,1.05021,0.36586,1.03312,0.00838135,0.00838135,0.00838135
329,10292.7,0.87422,0.39276,0.97003,0.98998,0.94531,0.97715,0.71914,1.05028,0.36631,1.03326,0.0083764,0.0083764,0.0083764
330,10324.4,0.866,0.38893,0.96635,0.98992,0.94533,0.97713,0.71896,1.05035,0.3667,1.03323,0.00837145,0.00837145,0.00837145
331,10356.2,0.8641,0.38845,0.96557,0.98925,0.94533,0.97711,0.71908,1.05054,0.36634,1.03325,0.0083665,0.0083665,0.0083665
332,10387.6,0.85673,0.38473,0.96267,0.98913,0.94533,0.97708,0.71875,1.05085,0.36644,1.03324,0.00836155,0.00836155,0.00836155
333,10419.3,0.85602,0.38809,0.96045,0.98951,0.94521,0.97713,0.71899,1.05071,0.36561,1.03313,0.0083566,0.0083566,0.0083566
334,10451,0.85568,0.38603,0.96228,0.98639,0.94852,0.9772,0.71886,1.05137,0.36527,1.03312,0.00835165,0.00835165,0.00835165
335,10482.5,0.86175,0.38639,0.96545,0.98695,0.94897,0.97722,0.71919,1.0514,0.36496,1.03326,0.0083467,0.0083467,0.0083467
336,10513.9,0.86605,0.39216,0.96754,0.98704,0.94897,0.97723,0.71942,1.05149,0.36508,1.0332,0.00834175,0.00834175,0.00834175
337,10545.6,0.87106,0.39367,0.9682,0.98708,0.94897,0.97721,0.71954,1.05161,0.36539,1.0332,0.0083368,0.0083368,0.0083368
338,10577.3,0.85872,0.38678,0.96578,0.98664,0.94897,0.97722,0.71987,1.05174,0.36548,1.03322,0.00833185,0.00833185,0.00833185
339,10609,0.86467,0.38814,0.96598,0.98509,0.9508,0.97716,0.71984,1.05173,0.36563,1.03318,0.0083269,0.0083269,0.0083269
340,10640.4,0.86306,0.38608,0.967,0.98616,0.94852,0.97711,0.71963,1.05178,0.36576,1.03306,0.00832195,0.00832195,0.00832195
341,10672.2,0.85251,0.38258,0.9617,0.98331,0.9508,0.97711,0.71969,1.05178,0.36647,1.03311,0.008317,0.008317,0.008317
342,10703.9,0.86215,0.38731,0.96536,0.98444,0.95143,0.9771,0.71945,1.05206,0.36682,1.03312,0.00831205,0.00831205,0.00831205
343,10735.6,0.85698,0.38924,0.96086,0.98444,0.95127,0.97708,0.72017,1.05224,0.3669,1.03311,0.0083071,0.0083071,0.0083071
344,10767,0.86013,0.38795,0.96333,0.98444,0.95115,0.9771,0.71942,1.05257,0.36669,1.03321,0.00830215,0.00830215,0.00830215
345,10798.7,0.85556,0.38675,0.95738,0.98444,0.95121,0.9771,0.71988,1.05278,0.36632,1.03331,0.0082972,0.0082972,0.0082972
346,10830.6,0.85334,0.38451,0.96486,0.98444,0.95107,0.97714,0.71963,1.05243,0.36622,1.03326,0.00829225,0.00829225,0.00829225
347,10862.2,0.8632,0.3877,0.96622,0.98444,0.95104,0.97719,0.71937,1.05291,0.36592,1.03342,0.0082873,0.0082873,0.0082873
348,10892.2,0.85113,0.38598,0.95791,0.98444,0.95107,0.97725,0.71977,1.05279,0.3663,1.03344,0.00828235,0.00828235,0.00828235
349,10921,0.85394,0.38767,0.96009,0.98444,0.95137,0.97702,0.71941,1.05306,0.36609,1.03357,0.0082774,0.0082774,0.0082774
350,10949.6,0.84762,0.38584,0.96132,0.98444,0.95138,0.97707,0.71981,1.05303,0.36612,1.03347,0.00827245,0.00827245,0.00827245
351,10978.3,0.85333,0.3824,0.96163,0.98444,0.95131,0.97709,0.71993,1.05318,0.36611,1.03358,0.0082675,0.0082675,0.0082675
352,11006.8,0.8545,0.38881,0.96277,0.98397,0.95069,0.97683,0.71908,1.05334,0.36609,1.03367,0.00826255,0.00826255,0.00826255
353,11035.4,0.85577,0.38662,0.96037,0.98391,0.95171,0.97678,0.7191,1.05328,0.36647,1.03364,0.0082576,0.0082576,0.0082576
354,11064.3,0.8511,0.38446,0.9579,0.98396,0.95048,0.97674,0.71857,1.05378,0.36661,1.03393,0.00825265,0.00825265,0.00825265
355,11093,0.85505,0.38714,0.9616,0.98396,0.95028,0.97674,0.7184,1.05393,0.36655,1.03391,0.0082477,0.0082477,0.0082477
356,11121.3,0.85301,0.38449,0.9608,0.98396,0.95005,0.97675,0.71934,1.05399,0.36701,1.03391,0.00824275,0.00824275,0.00824275
357,11150,0.84662,0.3819,0.95698,0.98396,0.9501,0.97678,0.71894,1.05448,0.3671,1.03413,0.0082378,0.0082378,0.0082378
358,11178.8,0.84951,0.3858,0.95905,0.98396,0.95041,0.97679,0.71883,1.05442,0.36754,1.03419,0.00823285,0.00823285,0.00823285
